scenario,direction,mode,controller,metric,mean,std
square,c300.6/w232.9,NONE,pid,radial_rms,1.3789,0.0000
square,c300.6/w232.9,NONE,pid,radial_max,4.0100,0.0000
square,c300.6/w232.9,NONE,pid,dc_ex,-0.0014,0.0000
square,c300.6/w232.9,NONE,pid,dc_ey,0.0196,0.0000
square,c300.6/w232.9,NONE,pid,dc_radial,0.0196,0.0000
square,c300.6/w232.9,NONE,pid,std_x,0.9750,0.0000
square,c300.6/w232.9,NONE,pid,std_y,0.9748,0.0000
square,c300.6/w232.9,NONE,pid,depth_std,0.0000,0.0000
square,c300.6/w232.9,NONE,pid,pitch_mean,-0.0000,0.0000
square,c300.6/w232.9,NONE,pid,pitch_max,0.0000,0.0000
square,c300.6/w232.9,NONE,pid,IAE,193.0139,0.0000
square,c300.6/w232.9,NONE,pid,IAE_norm,0.7209,0.0000
square,c300.6/w232.9,NONE,pid,settling_time,0.0000,0.0000
square,c300.6/w232.9,NONE,pid,ss_error,0.7209,0.0000
square,c300.6/w232.9,NONE,pid,control_effort,4080.0226,0.0000
square,c300.6/w232.9,NONE,pid,slew,4415.0646,0.0000
square,c300.6/w232.9,NONE,pid,sat_freq,0.0000,0.0000
square,c300.6/w232.9,NONE,pid,band_dc,0.0056,0.0000
square,c300.6/w232.9,NONE,pid,band_wave,0.6983,0.0000
square,c300.6/w232.9,NONE,pid,band_high,0.1612,0.0000
square,c300.6/w232.9,NONE,pid,est_err_rms,0.0000,0.0000
square,c300.6/w232.9,NONE,pid,w_x,0.0000,0.0000
square,c300.6/w232.9,NONE,pid,w_y,0.0000,0.0000
square,c300.6/w232.9,NONE,pid,n_fail,0.0000,0.0000
square,c300.6/w232.9,NONE,mpc,radial_rms,2.0572,0.0000
square,c300.6/w232.9,NONE,mpc,radial_max,7.7257,0.0000
square,c300.6/w232.9,NONE,mpc,dc_ex,0.0042,0.0000
square,c300.6/w232.9,NONE,mpc,dc_ey,0.0896,0.0000
square,c300.6/w232.9,NONE,mpc,dc_radial,0.0897,0.0000
square,c300.6/w232.9,NONE,mpc,std_x,1.3442,0.0000
square,c300.6/w232.9,NONE,mpc,std_y,1.5547,0.0000
square,c300.6/w232.9,NONE,mpc,depth_std,0.0769,0.0000
square,c300.6/w232.9,NONE,mpc,pitch_mean,0.0248,0.0000
square,c300.6/w232.9,NONE,mpc,pitch_max,2.0312,0.0000
square,c300.6/w232.9,NONE,mpc,IAE,299.0630,0.0000
square,c300.6/w232.9,NONE,mpc,IAE_norm,1.1235,0.0000
square,c300.6/w232.9,NONE,mpc,settling_time,260.7660,0.0000
square,c300.6/w232.9,NONE,mpc,ss_error,1.1235,0.0000
square,c300.6/w232.9,NONE,mpc,control_effort,5513.5066,0.0000
square,c300.6/w232.9,NONE,mpc,slew,10060.1148,0.0000
square,c300.6/w232.9,NONE,mpc,sat_freq,0.0000,0.0000
square,c300.6/w232.9,NONE,mpc,band_dc,0.0163,0.0000
square,c300.6/w232.9,NONE,mpc,band_wave,0.9857,0.0000
square,c300.6/w232.9,NONE,mpc,band_high,0.1750,0.0000
square,c300.6/w232.9,NONE,mpc,est_err_rms,0.0000,0.0000
square,c300.6/w232.9,NONE,mpc,w_x,0.0000,0.0000
square,c300.6/w232.9,NONE,mpc,w_y,0.0000,0.0000
square,c300.6/w232.9,NONE,mpc,n_fail,0.0000,0.0000
square,c300.6/w232.9,NONE,dobmpc,radial_rms,2.0913,0.0000
square,c300.6/w232.9,NONE,dobmpc,radial_max,7.7355,0.0000
square,c300.6/w232.9,NONE,dobmpc,dc_ex,0.0041,0.0000
square,c300.6/w232.9,NONE,dobmpc,dc_ey,0.0894,0.0000
square,c300.6/w232.9,NONE,dobmpc,dc_radial,0.0895,0.0000
square,c300.6/w232.9,NONE,dobmpc,std_x,1.3730,0.0000
square,c300.6/w232.9,NONE,dobmpc,std_y,1.5749,0.0000
square,c300.6/w232.9,NONE,dobmpc,depth_std,0.0749,0.0000
square,c300.6/w232.9,NONE,dobmpc,pitch_mean,0.0245,0.0000
square,c300.6/w232.9,NONE,dobmpc,pitch_max,2.0034,0.0000
square,c300.6/w232.9,NONE,dobmpc,IAE,304.4598,0.0000
square,c300.6/w232.9,NONE,dobmpc,IAE_norm,1.1438,0.0000
square,c300.6/w232.9,NONE,dobmpc,settling_time,260.7660,0.0000
square,c300.6/w232.9,NONE,dobmpc,ss_error,1.1438,0.0000
square,c300.6/w232.9,NONE,dobmpc,control_effort,5582.6433,0.0000
square,c300.6/w232.9,NONE,dobmpc,slew,10227.5192,0.0000
square,c300.6/w232.9,NONE,dobmpc,sat_freq,0.0000,0.0000
square,c300.6/w232.9,NONE,dobmpc,band_dc,0.0166,0.0000
square,c300.6/w232.9,NONE,dobmpc,band_wave,1.0151,0.0000
square,c300.6/w232.9,NONE,dobmpc,band_high,0.1746,0.0000
square,c300.6/w232.9,NONE,dobmpc,est_err_rms,0.1745,0.0000
square,c300.6/w232.9,NONE,dobmpc,w_x,-0.0005,0.0000
square,c300.6/w232.9,NONE,dobmpc,w_y,-0.0004,0.0000
square,c300.6/w232.9,NONE,dobmpc,n_fail,0.0000,0.0000
square,c300.6/w232.9,C,pid,radial_rms,1.4995,0.0000
square,c300.6/w232.9,C,pid,radial_max,4.5398,0.0000
square,c300.6/w232.9,C,pid,dc_ex,-0.0033,0.0000
square,c300.6/w232.9,C,pid,dc_ey,0.0258,0.0000
square,c300.6/w232.9,C,pid,dc_radial,0.0260,0.0000
square,c300.6/w232.9,C,pid,std_x,1.0441,0.0000
square,c300.6/w232.9,C,pid,std_y,1.0760,0.0000
square,c300.6/w232.9,C,pid,depth_std,0.0903,0.0000
square,c300.6/w232.9,C,pid,pitch_mean,-1.7987,0.0000
square,c300.6/w232.9,C,pid,pitch_max,12.0628,0.0000
square,c300.6/w232.9,C,pid,IAE,237.2881,0.0000
square,c300.6/w232.9,C,pid,IAE_norm,0.8768,0.0000
square,c300.6/w232.9,C,pid,settling_time,0.0000,0.0000
square,c300.6/w232.9,C,pid,ss_error,0.8768,0.0000
square,c300.6/w232.9,C,pid,control_effort,4894.3661,0.0000
square,c300.6/w232.9,C,pid,slew,4441.0397,0.0000
square,c300.6/w232.9,C,pid,sat_freq,0.0000,0.0000
square,c300.6/w232.9,C,pid,band_dc,0.0088,0.0000
square,c300.6/w232.9,C,pid,band_wave,0.7625,0.0000
square,c300.6/w232.9,C,pid,band_high,0.1619,0.0000
square,c300.6/w232.9,C,pid,est_err_rms,0.0000,0.0000
square,c300.6/w232.9,C,pid,w_x,0.0000,0.0000
square,c300.6/w232.9,C,pid,w_y,0.0000,0.0000
square,c300.6/w232.9,C,pid,n_fail,0.0000,0.0000
square,c300.6/w232.9,C,mpc,radial_rms,3.3732,0.0000
square,c300.6/w232.9,C,mpc,radial_max,8.5100,0.0000
square,c300.6/w232.9,C,mpc,dc_ex,1.2962,0.0000
square,c300.6/w232.9,C,mpc,dc_ey,-2.3575,0.0000
square,c300.6/w232.9,C,mpc,dc_radial,2.6904,0.0000
square,c300.6/w232.9,C,mpc,std_x,1.4262,0.0000
square,c300.6/w232.9,C,mpc,std_y,1.4514,0.0000
square,c300.6/w232.9,C,mpc,depth_std,0.0093,0.0000
square,c300.6/w232.9,C,mpc,pitch_mean,-0.0270,0.0000
square,c300.6/w232.9,C,mpc,pitch_max,0.0640,0.0000
square,c300.6/w232.9,C,mpc,IAE,827.3639,0.0000
square,c300.6/w232.9,C,mpc,IAE_norm,3.0944,0.0000
square,c300.6/w232.9,C,mpc,settling_time,248.3660,0.0000
square,c300.6/w232.9,C,mpc,ss_error,3.0944,0.0000
square,c300.6/w232.9,C,mpc,control_effort,4716.2044,0.0000
square,c300.6/w232.9,C,mpc,slew,5040.5762,0.0000
square,c300.6/w232.9,C,mpc,sat_freq,0.0000,0.0000
square,c300.6/w232.9,C,mpc,band_dc,0.0193,0.0000
square,c300.6/w232.9,C,mpc,band_wave,1.0574,0.0000
square,c300.6/w232.9,C,mpc,band_high,0.1764,0.0000
square,c300.6/w232.9,C,mpc,est_err_rms,0.0000,0.0000
square,c300.6/w232.9,C,mpc,w_x,0.0000,0.0000
square,c300.6/w232.9,C,mpc,w_y,0.0000,0.0000
square,c300.6/w232.9,C,mpc,n_fail,0.0000,0.0000
square,c300.6/w232.9,C,dobmpc,radial_rms,2.0346,0.0000
square,c300.6/w232.9,C,dobmpc,radial_max,7.0989,0.0000
square,c300.6/w232.9,C,dobmpc,dc_ex,-0.1247,0.0000
square,c300.6/w232.9,C,dobmpc,dc_ey,0.0258,0.0000
square,c300.6/w232.9,C,dobmpc,dc_radial,0.1273,0.0000
square,c300.6/w232.9,C,dobmpc,std_x,1.3736,0.0000
square,c300.6/w232.9,C,dobmpc,std_y,1.4955,0.0000
square,c300.6/w232.9,C,dobmpc,depth_std,0.0491,0.0000
square,c300.6/w232.9,C,dobmpc,pitch_mean,0.0065,0.0000
square,c300.6/w232.9,C,dobmpc,pitch_max,1.7935,0.0000
square,c300.6/w232.9,C,dobmpc,IAE,298.6166,0.0000
square,c300.6/w232.9,C,dobmpc,IAE_norm,1.1200,0.0000
square,c300.6/w232.9,C,dobmpc,settling_time,254.0160,0.0000
square,c300.6/w232.9,C,dobmpc,ss_error,1.1200,0.0000
square,c300.6/w232.9,C,dobmpc,control_effort,5517.8746,0.0000
square,c300.6/w232.9,C,dobmpc,slew,7056.3427,0.0000
square,c300.6/w232.9,C,dobmpc,sat_freq,0.0000,0.0000
square,c300.6/w232.9,C,dobmpc,band_dc,0.0178,0.0000
square,c300.6/w232.9,C,dobmpc,band_wave,1.0234,0.0000
square,c300.6/w232.9,C,dobmpc,band_high,0.1753,0.0000
square,c300.6/w232.9,C,dobmpc,est_err_rms,0.1117,0.0000
square,c300.6/w232.9,C,dobmpc,w_x,0.9547,0.0000
square,c300.6/w232.9,C,dobmpc,w_y,-1.6877,0.0000
square,c300.6/w232.9,C,dobmpc,n_fail,0.0000,0.0000
square,c300.6/w232.9,CD,pid,radial_rms,1.4970,0.0000
square,c300.6/w232.9,CD,pid,radial_max,4.5162,0.0000
square,c300.6/w232.9,CD,pid,dc_ex,-0.0033,0.0000
square,c300.6/w232.9,CD,pid,dc_ey,0.0256,0.0000
square,c300.6/w232.9,CD,pid,dc_radial,0.0258,0.0000
square,c300.6/w232.9,CD,pid,std_x,1.0433,0.0000
square,c300.6/w232.9,CD,pid,std_y,1.0733,0.0000
square,c300.6/w232.9,CD,pid,depth_std,0.0877,0.0000
square,c300.6/w232.9,CD,pid,pitch_mean,-1.7589,0.0000
square,c300.6/w232.9,CD,pid,pitch_max,14.9818,0.0000
square,c300.6/w232.9,CD,pid,IAE,236.7238,0.0000
square,c300.6/w232.9,CD,pid,IAE_norm,0.8752,0.0000
square,c300.6/w232.9,CD,pid,settling_time,0.0000,0.0000
square,c300.6/w232.9,CD,pid,ss_error,0.8752,0.0000
square,c300.6/w232.9,CD,pid,control_effort,4879.2037,0.0000
square,c300.6/w232.9,CD,pid,slew,4476.7224,0.0000
square,c300.6/w232.9,CD,pid,sat_freq,0.0000,0.0000
square,c300.6/w232.9,CD,pid,band_dc,0.0076,0.0000
square,c300.6/w232.9,CD,pid,band_wave,0.7622,0.0000
square,c300.6/w232.9,CD,pid,band_high,0.1619,0.0000
square,c300.6/w232.9,CD,pid,est_err_rms,0.0000,0.0000
square,c300.6/w232.9,CD,pid,w_x,0.0000,0.0000
square,c300.6/w232.9,CD,pid,w_y,0.0000,0.0000
square,c300.6/w232.9,CD,pid,n_fail,0.0000,0.0000
square,c300.6/w232.9,CD,mpc,radial_rms,3.3538,0.0000
square,c300.6/w232.9,CD,mpc,radial_max,8.4561,0.0000
square,c300.6/w232.9,CD,mpc,dc_ex,1.2860,0.0000
square,c300.6/w232.9,CD,mpc,dc_ey,-2.3369,0.0000
square,c300.6/w232.9,CD,mpc,dc_radial,2.6674,0.0000
square,c300.6/w232.9,CD,mpc,std_x,1.4247,0.0000
square,c300.6/w232.9,CD,mpc,std_y,1.4502,0.0000
square,c300.6/w232.9,CD,mpc,depth_std,0.0093,0.0000
square,c300.6/w232.9,CD,mpc,pitch_mean,-0.0269,0.0000
square,c300.6/w232.9,CD,mpc,pitch_max,0.0636,0.0000
square,c300.6/w232.9,CD,mpc,IAE,821.5730,0.0000
square,c300.6/w232.9,CD,mpc,IAE_norm,3.0736,0.0000
square,c300.6/w232.9,CD,mpc,settling_time,248.3660,0.0000
square,c300.6/w232.9,CD,mpc,ss_error,3.0736,0.0000
square,c300.6/w232.9,CD,mpc,control_effort,4696.9173,0.0000
square,c300.6/w232.9,CD,mpc,slew,5057.0873,0.0000
square,c300.6/w232.9,CD,mpc,sat_freq,0.0000,0.0000
square,c300.6/w232.9,CD,mpc,band_dc,0.0349,0.0000
square,c300.6/w232.9,CD,mpc,band_wave,1.0577,0.0000
square,c300.6/w232.9,CD,mpc,band_high,0.1763,0.0000
square,c300.6/w232.9,CD,mpc,est_err_rms,0.0000,0.0000
square,c300.6/w232.9,CD,mpc,w_x,0.0000,0.0000
square,c300.6/w232.9,CD,mpc,w_y,0.0000,0.0000
square,c300.6/w232.9,CD,mpc,n_fail,0.0000,0.0000
square,c300.6/w232.9,CD,dobmpc,radial_rms,2.0343,0.0000
square,c300.6/w232.9,CD,dobmpc,radial_max,7.0944,0.0000
square,c300.6/w232.9,CD,dobmpc,dc_ex,-0.1236,0.0000
square,c300.6/w232.9,CD,dobmpc,dc_ey,0.0261,0.0000
square,c300.6/w232.9,CD,dobmpc,dc_radial,0.1263,0.0000
square,c300.6/w232.9,CD,dobmpc,std_x,1.3738,0.0000
square,c300.6/w232.9,CD,dobmpc,std_y,1.4950,0.0000
square,c300.6/w232.9,CD,dobmpc,depth_std,0.0493,0.0000
square,c300.6/w232.9,CD,dobmpc,pitch_mean,0.0067,0.0000
square,c300.6/w232.9,CD,dobmpc,pitch_max,1.7907,0.0000
square,c300.6/w232.9,CD,dobmpc,IAE,298.4505,0.0000
square,c300.6/w232.9,CD,dobmpc,IAE_norm,1.1194,0.0000
square,c300.6/w232.9,CD,dobmpc,settling_time,254.0160,0.0000
square,c300.6/w232.9,CD,dobmpc,ss_error,1.1194,0.0000
square,c300.6/w232.9,CD,dobmpc,control_effort,5500.3653,0.0000
square,c300.6/w232.9,CD,dobmpc,slew,7474.9127,0.0000
square,c300.6/w232.9,CD,dobmpc,sat_freq,0.0000,0.0000
square,c300.6/w232.9,CD,dobmpc,band_dc,0.0203,0.0000
square,c300.6/w232.9,CD,dobmpc,band_wave,1.0234,0.0000
