scenario,direction_deg,wave_deg,mode,seed,controller,wall,radial_rms,radial_max,dc_ex,dc_ey,dc_radial,std_x,std_y,depth_std,pitch_mean,pitch_max,IAE,IAE_norm,settling_time,ss_error,control_effort,slew,sat_freq,band_dc,band_wave,band_high,est_err_rms,w_x,w_y,n_fail
square,300.6,232.9,NONE,0,pid,21.27,1.3788558810501343,4.010044376695693,-0.0013524868919072574,0.0195567588238046,0.0196034700113332,0.9750427392392945,0.9747568421543861,6.898214597491063e-15,-3.184093700440171e-14,8.697195241071757e-13,193.0138569163054,0.7209046426787425,0.0,0.7209046426787425,4080.0225794984176,4415.064585107648,0.0,0.005625057382836308,0.6982688493742986,0.1611912147273503,0.0,0.0,0.0,0
square,300.6,232.9,NONE,0,mpc,29.14,2.057210609171409,7.725652129171362,0.0041955076906595185,0.08963251095476554,0.08973064863712146,1.3441841332470517,1.5547452901068501,0.07689378300927452,0.024841753935089268,2.0311857342954625,299.0630074951927,1.1235095235725696,260.766000000517,1.1235095235725696,5513.506555746902,10060.114759886234,0.0,0.016309807287264656,0.9856826539695245,0.17498719654258138,0.0,0.0,0.0,0
square,300.6,232.9,NONE,0,dobmpc,40.35,2.091276123752608,7.735524518565325,0.004097771290019479,0.08944251682651937,0.08953633645513707,1.3729648397174161,1.5749243217156994,0.07487028201392952,0.024495625531824463,2.003408964225495,304.4598165519264,1.1438459842609705,260.766000000517,1.1438459842609705,5582.643334150906,10227.51917089767,0.0,0.016591416574427968,1.0150603541374545,0.1746058739009805,0.1745421615015226,-0.0005251654126514182,-0.0003749516966418481,0
square,300.6,232.9,C,0,pid,22.44,1.4995414756021415,4.539848101651383,-0.0032699928124854086,0.025788051860296993,0.02599454696168166,1.0440717091488094,1.076040513519072,0.0902732351180118,-1.7986621770380942,12.062760191961406,237.28814040363056,0.8767550181539682,0.0,0.8767550181539682,4894.366120024936,4441.039742102513,0.0,0.008833085557215029,0.7624803804588096,0.1618783127266055,0.0,0.0,0.0,0
square,300.6,232.9,C,0,mpc,30.84,3.3732262638967727,8.51000565424858,1.296173351625662,-2.3575497963343404,2.6903729108918326,1.4261533408697327,1.451425394606449,0.009303617660531876,-0.02698158012229048,0.06404547475031651,827.3639199168894,3.094401520437652,248.3660000004578,3.094401520437652,4716.204351147879,5040.576201569573,0.0,0.01931512549633847,1.0574452670468115,0.1764354090629839,0.0,0.0,0.0,0
square,300.6,232.9,C,0,dobmpc,40.6,2.034595082205338,7.098856276202331,-0.12466776956089042,0.02580835237329782,0.12731112999071048,1.3736196160029837,1.4955059930493266,0.04911846177540025,0.006474543843711323,1.7934792086351659,298.61662264718285,1.1200061615351076,254.01600000048478,1.1200061615351076,5517.874616977414,7056.342711961707,0.0,0.017761819484830455,1.0234150027024513,0.17528692999004483,0.11168714348574192,0.9547026872167118,-1.6876939573681458,0
square,300.6,232.9,CD,0,pid,23.2,1.497029122926113,4.516191803822165,-0.0033441914893223472,0.025566914996532145,0.02578470009825897,1.0433209380086694,1.073271989964557,0.08770006447164802,-1.7588555664710666,14.981813119148422,236.72375028409803,0.8752419565976542,0.0,0.8752419565976542,4879.203735510625,4476.722409703651,0.0,0.007572727918568075,0.7621784148682036,0.1618618497510882,0.0,0.0,0.0,0
square,300.6,232.9,CD,0,mpc,30.29,3.353803080774486,8.456147850872572,1.2860320068514373,-2.336907509264603,2.6673985509300304,1.424719890893327,1.4502252609859316,0.009290599233197848,-0.026929012843240688,0.0635515667622381,821.5730464181667,3.0735991692758327,248.3660000004578,3.0735991692758327,4696.917266587831,5057.087292330691,0.0,0.03493047698086903,1.0577347760836409,0.176336861673008,0.0,0.0,0.0,0
square,300.6,232.9,CD,0,dobmpc,41.48,2.0342881747437658,7.094426832310162,-0.12359972717474162,0.026133321255056758,0.12633227235148808,1.3737621978263022,1.4950404538634663,0.04928089038099199,0.0067214505541110265,1.7907004569883074,298.4504696185359,1.1193804571076782,254.01600000048478,1.1193804571076782,5500.365306253264,7474.912685687111,0.0,0.020337507108508863,1.0233721563259495,0.1752823265075566,0.12172774308278402,0.947152312784875,-1.6729187867365833,0
square,300.6,232.9,CW,0,pid,33.92,11.520270798737636,70.58275519953874,1.0060728481782746,-2.037354931481695,2.272223072824129,7.307580366175821,8.611208438741592,6.093165497814497,-2.7121269982968523,79.1544933820546,1784.317891200064,6.9182005152904456,261.3660000005199,6.9182005152904456,12454.930559013059,7320.27938810565,0.0,1.4317896298527069,6.275100530463119,0.23848611111056445,0.0,0.0,0.0,0
